scope,level,name,mean_abs_shap,std_abs_shap,seeds,scope_windows,channel,topic,subsystem,feature_count,mean_abs_shap_per_feature,shap_share,rank
External Position,channel,vehicle_local_position.ay,0.022516886924192635,0.005040267777524385,5,1707,vehicle_local_position.ay,vehicle_local_position,Shared,18,0.0012509381624551464,0.003509263540868738,55
External Position,channel,sensor_combined.gyro_rad[1],0.0217356047547629,0.0047235130187567665,5,1707,sensor_combined.gyro_rad[1],sensor_combined,Mechanical/Electrical,18,0.0012075335974868278,0.0033875004818126114,56
External Position,channel,vehicle_land_detected.ground_contact,0.02039509148373849,0.003936009717159866,5,1707,vehicle_land_detected.ground_contact,vehicle_land_detected,Altitude,18,0.0011330606379854717,0.0031785810888301674,57
External Position,channel,sensor_preflight.accel_inconsistency_m_s_s,0.01980140260604884,0.0025025693109763055,5,1707,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,Mechanical/Electrical,18,0.0011000779225582688,0.003086054500225367,58
External Position,channel,vehicle_local_position.y,0.019513092791902727,0.002515334727221813,5,1707,vehicle_local_position.y,vehicle_local_position,Global Position,18,0.0010840607106612627,0.0030411213297269826,59
External Position,channel,vehicle_rates_setpoint.pitch,0.01867547340785241,0.0022740476857664995,5,1707,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,18,0.0010375263004362449,0.002910578098974488,60
External Position,channel,ekf2_innovations.output_tracking_error[1],0.01838843766760877,0.002224882361027479,5,1707,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18,0.0010215798704227095,0.0028658434932736874,61
External Position,channel,battery_status.voltage_v,0.018297136266867013,0.0033840036705253215,5,1707,battery_status.voltage_v,battery_status,Mechanical/Electrical,18,0.0010165075703815008,0.00285161414274526,62
External Position,channel,vehicle_local_position.vz,0.017178830429702644,0.0016601714723898078,5,1707,vehicle_local_position.vz,vehicle_local_position,Altitude,18,0.0009543794683168136,0.0026773258445842423,63
External Position,channel,vehicle_attitude.yawspeed,0.017154450353341358,0.0026141791414473294,5,1707,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18,0.0009530250196300755,0.002673526202414066,64
External Position,channel,vehicle_local_position.vx,0.01658672947899276,0.002859556080181811,5,1707,vehicle_local_position.vx,vehicle_local_position,Global Position,18,0.0009214849710551534,0.0025850467348727023,65
External Position,channel,battery_status.current_filtered_a,0.016500803685611826,0.0015519074763363453,5,1707,battery_status.current_filtered_a,battery_status,Mechanical/Electrical,18,0.0009167113158673237,0.002571655174354274,66
External Position,channel,vehicle_attitude.q[0],0.015309884067593423,0.002770451407828094,5,1707,vehicle_attitude.q[0],vehicle_attitude,Mechanical/Electrical,18,0.0008505491148663013,0.002386049996796313,67
External Position,channel,vehicle_local_position.ax,0.015018418630164718,0.0010411636437752407,5,1707,vehicle_local_position.ax,vehicle_local_position,Shared,18,0.0008343565905647066,0.002340625021468442,68
External Position,channel,vehicle_rates_setpoint.yaw,0.014828230260191028,0.0031306511299363632,5,1707,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18,0.0008237905700106126,0.0023109841073006474,69
External Position,channel,vehicle_attitude.q[1],0.01445428179089649,0.002372067039923733,5,1707,vehicle_attitude.q[1],vehicle_attitude,Mechanical/Electrical,18,0.000803015655049805,0.0022527041268629853,70
External Position,channel,battery_status.remaining,0.013868721590978475,0.0012593424546685761,5,1707,battery_status.remaining,battery_status,Mechanical/Electrical,18,0.0007704845328321375,0.002161444395112577,71
External Position,channel,vehicle_attitude_setpoint.roll_body,0.013685547215630112,0.002260042148533271,5,1707,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint,Mechanical/Electrical,18,0.0007603081786461173,0.002132896614098463,72
External Position,channel,rate_ctrl_status.yawspeed_integ,0.012652420317049249,0.0009745697677975813,5,1707,rate_ctrl_status.yawspeed_integ,rate_ctrl_status,Global Position,18,0.0007029122398360694,0.001971883478913009,73
External Position,channel,vehicle_attitude.q[3],0.012521763398928461,0.0014670781439361977,5,1707,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18,0.0006956535221626923,0.0019515205592666469,74
External Position,channel,distance_sensor.current_distance,0.011581648812148534,0.0019210693575178477,5,1707,distance_sensor.current_distance,distance_sensor,Altitude,18,0.0006434249340082519,0.0018050034206083254,75
External Position,channel,actuator_outputs.output[1],0.009801502382884669,0.0012227135876731335,5,1707,actuator_outputs.output[1],actuator_outputs,Mechanical/Electrical,18,0.0005445279101602594,0.0015275670688313203,76
External Position,channel,sensor_combined.gyro_rad[2],0.009233575389262205,0.003192016788498158,5,1707,sensor_combined.gyro_rad[2],sensor_combined,Mechanical/Electrical,18,0.000512976410514567,0.0014390554775396674,77
External Position,channel,actuator_outputs.output[5],0.00921535012555321,0.00234345571607134,5,1707,actuator_outputs.output[5],actuator_outputs,Mechanical/Electrical,18,0.0005119638958640672,0.0014362150647564964,78
External Position,channel,battery_status.current_a,0.00857397665077987,0.0034819235852641787,5,1707,battery_status.current_a,battery_status,Mechanical/Electrical,18,0.0004763320361544372,0.0013362568174783557,79
External Position,channel,actuator_outputs.output[3],0.007880304780002336,0.000910590313162393,5,1707,actuator_outputs.output[3],actuator_outputs,Mechanical/Electrical,18,0.0004377947100001298,0.0012281478495894435,80
External Position,channel,actuator_outputs.output[4],0.007257994370563568,0.00226491403530165,5,1707,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18,0.00040322190947575376,0.0011311605867276226,81
External Position,channel,battery_status.voltage_filtered_v,0.006803322633366929,0.001114243051824665,5,1707,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18,0.0003779623685203849,0.0010602998609186161,82
External Position,channel,vehicle_land_detected.landed,0.0036450261000256,0.0012323847741394286,5,1707,vehicle_land_detected.landed,vehicle_land_detected,Altitude,18,0.00020250145000142222,0.0005680784045058863,83
External Position,channel,manual_control_setpoint.r,0.002598420584515963,0.0005446956052834332,5,1707,manual_control_setpoint.r,manual_control_setpoint,Shared,18,0.00014435669913977572,0.00040496462285323926,84
External Position,channel,sensor_combined.gyro_rad[0],0.0015839558602754925,0.0006886198144094818,5,1707,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18,8.799754779308291e-05,0.0002468599931031305,85
External Position,channel,vehicle_land_detected.maybe_landed,0.0,0.0,5,1707,vehicle_land_detected.maybe_landed,vehicle_land_detected,Altitude,18,0.0,0.0,86
External Position,channel,vehicle_status.arming_state,0.0,0.0,5,1707,vehicle_status.arming_state,vehicle_status,Shared,18,0.0,0.0,87
Global Position,channel,manual_control_setpoint.x,1.321918947676627,0.02957685682324045,5,641,manual_control_setpoint.x,manual_control_setpoint,Global Position,18,0.0734399415375904,0.18333989669261422,1
Global Position,channel,estimator_status.pos_horiz_accuracy,1.003988342176086,0.03453475657536387,5,641,estimator_status.pos_horiz_accuracy,estimator_status,Global Position,18,0.055777130120893664,0.13924538963502384,2
Global Position,channel,cpuload.ram_usage,0.7403163959856052,0.046285951935250744,5,641,cpuload.ram_usage,cpuload,Mechanical/Electrical,18,0.041128688665866955,0.10267613744277158,3
Global Position,channel,vehicle_local_position.eph,0.6137776779871421,0.03782773447003317,5,641,vehicle_local_position.eph,vehicle_local_position,Global Position,18,0.03409875988817456,0.0851261995088089,4
Global Position,channel,actuator_controls_0.control[1],0.31181215459950734,0.02555054929887363,5,641,actuator_controls_0.control[1],actuator_controls_0,Mechanical/Electrical,18,0.01732289747775041,0.04324592541188062,5
Global Position,channel,ekf2_innovations.vel_pos_innov[5],0.26599666234890124,0.020135579552220673,5,641,ekf2_innovations.vel_pos_innov[5],ekf2_innovations,Shared,18,0.014777592352716735,0.03689167227789635,6
Global Position,channel,vehicle_attitude_setpoint.pitch_body,0.21825529737449512,0.012018094050746402,5,641,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint,Mechanical/Electrical,18,0.012125294298583063,0.030270315546641464,7
Global Position,channel,manual_control_setpoint.y,0.2157259649176096,0.023637779525485493,5,641,manual_control_setpoint.y,manual_control_setpoint,Global Position,18,0.011984775828756088,0.029919516768727204,8
Global Position,channel,estimator_status.mag_test_ratio,0.2156492888221393,0.029258603610387422,5,641,estimator_status.mag_test_ratio,estimator_status,Shared,18,0.011980516045674405,0.029908882389481015,9
Global Position,channel,actuator_controls_0.control[3],0.13876446753868774,0.008493975157766901,5,641,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,18,0.007709137085482652,0.019245554493233664,10
Global Position,channel,vehicle_local_position.x,0.1382513751515928,0.020967115590250815,5,641,vehicle_local_position.x,vehicle_local_position,Global Position,18,0.007680631952866267,0.019174392562005517,11
Global Position,channel,cpuload.load,0.13458033159151916,0.01124353304206487,5,641,cpuload.load,cpuload,Mechanical/Electrical,18,0.007476685088417732,0.018665247316572032,12
Global Position,channel,vehicle_attitude.q[2],0.13252469496655445,0.016116036935125075,5,641,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,18,0.00736248305369747,0.018380146473497668,13
Global Position,channel,sensor_preflight.gyro_inconsistency_rad_s,0.12652830920357072,0.01659216560397016,5,641,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight,Mechanical/Electrical,18,0.0070293505113094845,0.01754849431490902,14
Global Position,channel,estimator_status.hgt_test_ratio,0.11136204733569359,0.030038582942282184,5,641,estimator_status.hgt_test_ratio,estimator_status,Altitude,18,0.006186780407538533,0.01544505152141793,15
Global Position,channel,sensor_combined.accelerometer_m_s2[2],0.07577254537057834,0.006972241634708507,5,641,sensor_combined.accelerometer_m_s2[2],sensor_combined,Mechanical/Electrical,18,0.004209585853921019,0.010509063861135157,16
Global Position,channel,rate_ctrl_status.yawspeed_integ,0.07528379879947691,0.02161192157882961,5,641,rate_ctrl_status.yawspeed_integ,rate_ctrl_status,Global Position,18,0.004182433266637606,0.010441278505601751,17
Global Position,channel,battery_status.voltage_v,0.07372490632163076,0.009188390261391574,5,641,battery_status.voltage_v,battery_status,Mechanical/Electrical,18,0.004095828128979486,0.010225072219773458,18
Global Position,channel,vehicle_attitude_setpoint.yaw_body,0.06790623441948153,0.008517486820424141,5,641,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint,Global Position,18,0.003772568578860085,0.009418067594184856,19
Global Position,channel,battery_status.current_a,0.06585108068152878,0.005834673371048202,5,641,battery_status.current_a,battery_status,Mechanical/Electrical,18,0.0036583933711960438,0.009133033723790656,20
Global Position,channel,ekf2_innovations.heading_innov,0.06145599191122789,0.007727797706383936,5,641,ekf2_innovations.heading_innov,ekf2_innovations,Global Position,18,0.003414221772845994,0.00852346902807457,21
Global Position,channel,battery_status.current_filtered_a,0.061297618396798384,0.007604182746863305,5,641,battery_status.current_filtered_a,battery_status,Mechanical/Electrical,18,0.003405423244266577,0.008501503850992126,22
Global Position,channel,actuator_outputs.output[7],0.05109061879610327,0.005750708978265991,5,641,actuator_outputs.output[7],actuator_outputs,Mechanical/Electrical,18,0.002838367710894626,0.0070858722378572695,23
Global Position,channel,actuator_outputs.output[6],0.047602380470448936,0.016964087382650435,5,641,actuator_outputs.output[6],actuator_outputs,Mechanical/Electrical,18,0.002644576692802719,0.006602080659418431,24
Global Position,channel,sensor_combined.accelerometer_m_s2[1],0.04517400645156068,0.006708752675827857,5,641,sensor_combined.accelerometer_m_s2[1],sensor_combined,Mechanical/Electrical,18,0.0025096670250867046,0.006265284033168005,25
Global Position,channel,vehicle_local_position.dist_bottom_rate,0.04483069879338998,0.011893297750097802,5,641,vehicle_local_position.dist_bottom_rate,vehicle_local_position,Altitude,18,0.0024905943774105547,0.006217669925893558,26
Global Position,channel,manual_control_setpoint.z,0.041946384394379074,0.0066534864725104875,5,641,manual_control_setpoint.z,manual_control_setpoint,Altitude,18,0.002330354688576615,0.00581763790814156,27
Global Position,channel,actuator_outputs.output[0],0.03939658905594804,0.004536415326769027,5,641,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,18,0.0021886993919971133,0.005464001087399346,28
Global Position,channel,vehicle_local_position.epv,0.03767811130951136,0.008676813686477247,5,641,vehicle_local_position.epv,vehicle_local_position,Global Position,18,0.0020932284060839646,0.00522566156359268,29
Global Position,channel,estimator_status.pos_test_ratio,0.036028155386045244,0.007222228595789753,5,641,estimator_status.pos_test_ratio,estimator_status,Global Position,18,0.0020015641881136245,0.004996825484733748,30
Global Position,channel,sensor_combined.accelerometer_m_s2[0],0.034682725683712654,0.006102686391924102,5,641,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,18,0.001926818093539592,0.004810224828871772,31
Global Position,channel,ekf2_innovations.output_tracking_error[0],0.0333252396936386,0.004453779192792555,5,641,ekf2_innovations.output_tracking_error[0],ekf2_innovations,Shared,18,0.0018514022052021444,0.004621952059486571,32
Global Position,channel,actuator_controls_0.control[2],0.031012343552863662,0.001986544282455736,5,641,actuator_controls_0.control[2],actuator_controls_0,Mechanical/Electrical,18,0.0017229079751590924,0.004301171318537426,33
Global Position,channel,sensor_preflight.accel_inconsistency_m_s_s,0.028903224054327804,0.006132599900153646,5,641,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight,Mechanical/Electrical,18,0.001605734669684878,0.004008652816057699,34
Global Position,channel,actuator_outputs.output[5],0.027326041201901675,0.004553103545818436,5,641,actuator_outputs.output[5],actuator_outputs,Mechanical/Electrical,18,0.0015181134001056487,0.003789909797253566,35
Global Position,channel,vehicle_vision_position.x,0.0271297496651061,0.005272964659192656,5,641,vehicle_vision_position.x,vehicle_vision_position,External Position,18,0.0015072083147281167,0.0037626856848062885,36
Global Position,channel,vehicle_rates_setpoint.yaw,0.025175088795317636,0.002977663774747475,5,641,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint,Global Position,18,0.0013986160441843132,0.0034915893951540595,37
Global Position,channel,vehicle_attitude_setpoint.roll_body,0.02517145900037196,0.0027102750597859993,5,641,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint,Mechanical/Electrical,18,0.0013984143889095534,0.003491085970771252,38
Global Position,channel,actuator_outputs.output[3],0.02498017188565215,0.004502032778913769,5,641,actuator_outputs.output[3],actuator_outputs,Mechanical/Electrical,18,0.001387787326980675,0.00346455593281923,39
Global Position,channel,ekf2_innovations.output_tracking_error[2],0.024794884285226193,0.0037685883891536366,5,641,ekf2_innovations.output_tracking_error[2],ekf2_innovations,Shared,18,0.0013774935714014553,0.0034388579809287428,40
Global Position,channel,actuator_outputs.output[2],0.023655715933226785,0.005161691147880987,5,641,actuator_outputs.output[2],actuator_outputs,Mechanical/Electrical,18,0.0013142064407348213,0.003280864173261377,41
Global Position,channel,vehicle_rates_setpoint.pitch,0.02148051017457623,0.006662935523854179,5,641,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint,Mechanical/Electrical,18,0.001193361676365346,0.002979180019496052,42
Global Position,channel,actuator_outputs.output[1],0.02109028055437296,0.0024737823873524282,5,641,actuator_outputs.output[1],actuator_outputs,Mechanical/Electrical,18,0.00117168225302072,0.0029250582003177957,43
Global Position,channel,vehicle_local_position.vz,0.02026723052254281,0.006747020183061725,5,641,vehicle_local_position.vz,vehicle_local_position,Altitude,18,0.0011259572512523782,0.0028109075498003737,44
Global Position,channel,vehicle_status.nav_state,0.018203508965578936,0.0010966192074488474,5,641,vehicle_status.nav_state,vehicle_status,Shared,18,0.0010113060536432743,0.00252468538941673,45
Global Position,channel,battery_status.voltage_filtered_v,0.017179704454776807,0.0039808196440286785,5,641,battery_status.voltage_filtered_v,battery_status,Mechanical/Electrical,18,0.0009544280252653781,0.0023826916510155975,46
Global Position,channel,ekf2_innovations.vel_pos_innov[3],0.01644691972542301,0.001635311981718667,5,641,ekf2_innovations.vel_pos_innov[3],ekf2_innovations,Global Position,18,0.0009137177625235006,0.002281060097270356,47
Global Position,channel,vehicle_attitude.q[1],0.015026151083775743,0.00211398380816769,5,641,vehicle_attitude.q[1],vehicle_attitude,Mechanical/Electrical,18,0.0008347861713208746,0.0020840105153413463,48
Global Position,channel,battery_status.remaining,0.014256350437082834,0.0018546755828822135,5,641,battery_status.remaining,battery_status,Mechanical/Electrical,18,0.0007920194687268241,0.001977245141195949,49
Global Position,channel,rate_ctrl_status.rollspeed_integ,0.014248452060458217,0.0015868410747388324,5,641,rate_ctrl_status.rollspeed_integ,rate_ctrl_status,Mechanical/Electrical,18,0.0007915806700254565,0.00197614969766899,50
Global Position,channel,vehicle_vision_position.y,0.01291922626667626,0.0014631090506890836,5,641,vehicle_vision_position.y,vehicle_vision_position,External Position,18,0.0007177347925931255,0.0017917963981407066,51
Global Position,channel,vehicle_local_position.z,0.012205257606366223,0.000930223862106204,5,641,vehicle_local_position.z,vehicle_local_position,Altitude,18,0.0006780698670203457,0.001692774487112749,52
Global Position,channel,vehicle_attitude.pitchspeed,0.012033671335622073,0.004379210305651225,5,641,vehicle_attitude.pitchspeed,vehicle_attitude,Mechanical/Electrical,18,0.0006685372964234485,0.0016689768032930304,53
Global Position,channel,estimator_status.hagl_test_ratio,0.011877809638724836,0.0023881785405887603,5,641,estimator_status.hagl_test_ratio,estimator_status,Altitude,18,0.000659878313262491,0.001647359995804418,54
Global Position,channel,rate_ctrl_status.pitchspeed_integ,0.011241571548235473,0.0017730924972239547,5,641,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status,Mechanical/Electrical,18,0.0006245317526797485,0.0015591187114297265,55
Global Position,channel,battery_status.discharged_mah,0.010724213508083554,0.0015349798560500027,5,641,battery_status.discharged_mah,battery_status,Mechanical/Electrical,18,0.0005957896393379752,0.0014873651672345576,56
Global Position,channel,vehicle_local_position.az,0.010234118962061046,0.001337926133118372,5,641,vehicle_local_position.az,vehicle_local_position,Altitude,18,0.000568562164558947,0.001419392858043207,57
Global Position,channel,vehicle_local_position.dist_bottom,0.00931870360649015,0.0036245256281012984,5,641,vehicle_local_position.dist_bottom,vehicle_local_position,Altitude,18,0.0005177057559161194,0.0012924318541055765,58
Global Position,channel,ekf2_innovations.hagl_innov,0.009296948244079933,0.0016036112260935324,5,641,ekf2_innovations.hagl_innov,ekf2_innovations,Altitude,18,0.0005164971246711074,0.001289414554214528,59
Global Position,channel,vehicle_attitude.q[3],0.008938515225610821,0.0019863281840386683,5,641,vehicle_attitude.q[3],vehicle_attitude,Mechanical/Electrical,18,0.0004965841792006012,0.0012397026768767774,60
Global Position,channel,estimator_status.vibe[0],0.00851799696132259,0.001453229804944626,5,641,estimator_status.vibe[0],estimator_status,Mechanical/Electrical,18,0.0004732220534068105,0.0011813800578784892,61
Global Position,channel,actuator_outputs.output[4],0.007842893188604658,0.0026292674259337095,5,641,actuator_outputs.output[4],actuator_outputs,Mechanical/Electrical,18,0.00043571628825581435,0.0010877484050722103,62
Global Position,channel,estimator_status.pos_vert_accuracy,0.007683437294310555,0.0012853133100680435,5,641,estimator_status.pos_vert_accuracy,estimator_status,Altitude,18,0.0004268576274616975,0.0010656331103044855,63
Global Position,channel,actuator_controls_0.control[0],0.007456847949295756,0.0011891261524508267,5,641,actuator_controls_0.control[0],actuator_controls_0,Mechanical/Electrical,18,0.0004142693305164309,0.0010342069270428906,64
Global Position,channel,ekf2_innovations.output_tracking_error[1],0.007214611526324237,0.002548022244753155,5,641,ekf2_innovations.output_tracking_error[1],ekf2_innovations,Shared,18,0.00040081175146245763,0.0010006106155286004,65
Global Position,channel,ekf2_innovations.vel_pos_innov[4],0.007002742735533506,0.0016460310079250981,5,641,ekf2_innovations.vel_pos_innov[4],ekf2_innovations,Global Position,18,0.00038904126308519476,0.0009712260588700903,66
Global Position,channel,vehicle_vision_position.z,0.006479214381858127,0.0010957035301164195,5,641,vehicle_vision_position.z,vehicle_vision_position,External Position,18,0.00035995635454767375,0.0008986167400860628,67
Global Position,channel,vehicle_local_position.ax,0.0064132406346451825,0.003770350376617094,5,641,vehicle_local_position.ax,vehicle_local_position,Shared,18,0.0003562911463691768,0.0008894666934665596,68
Global Position,channel,sensor_combined.gyro_rad[1],0.006305171177699692,0.0024493015272037785,5,641,sensor_combined.gyro_rad[1],sensor_combined,Mechanical/Electrical,18,0.0003502872876499829,0.0008744782986736437,69
Global Position,channel,vehicle_attitude.yawspeed,0.005211422831180716,0.0008296005946698426,5,641,vehicle_attitude.yawspeed,vehicle_attitude,Global Position,18,0.0002895234906211509,0.0007227838931951918,70
Global Position,channel,estimator_status.vibe[1],0.005116259106441776,0.001123394409667425,5,641,estimator_status.vibe[1],estimator_status,Mechanical/Electrical,18,0.0002842366170245431,0.0007095854232790245,71
Global Position,channel,distance_sensor.current_distance,0.004811382473422497,0.0010217546238839373,5,641,distance_sensor.current_distance,distance_sensor,Altitude,18,0.00026729902630124984,0.0006673014008735749,72
Global Position,channel,estimator_status.vibe[2],0.004795830820697117,0.000759591627217939,5,641,estimator_status.vibe[2],estimator_status,Mechanical/Electrical,18,0.0002664350455942843,0.0006651445073597315,73
Global Position,channel,vehicle_rates_setpoint.roll,0.004685324181241995,0.0017546767521915345,5,641,vehicle_rates_setpoint.roll,vehicle_rates_setpoint,Mechanical/Electrical,18,0.00026029578784677747,0.0006498180942712746,74
Global Position,channel,vehicle_local_position.ay,0.0045091158378969005,0.0005493430326765169,5,641,vehicle_local_position.ay,vehicle_local_position,Shared,18,0.0002505064354387167,0.000625379364860484,75
Global Position,channel,vehicle_local_position.vx,0.004327467737722053,0.0007939469910507344,5,641,vehicle_local_position.vx,vehicle_local_position,Global Position,18,0.00024041487431789184,0.0006001861834033309,76
Global Position,channel,vehicle_attitude.rollspeed,0.004200071784473973,0.0007199017961360902,5,641,vehicle_attitude.rollspeed,vehicle_attitude,Mechanical/Electrical,18,0.0002333373213596652,0.0005825173535945053,77
Global Position,channel,sensor_combined.gyro_rad[0],0.0039925088343259,0.0012464265626839575,5,641,sensor_combined.gyro_rad[0],sensor_combined,Mechanical/Electrical,18,0.00022180604635143887,0.0005537299836091928,78
Global Position,channel,vehicle_land_detected.ground_contact,0.003702433882440505,0.0012242443089530673,5,641,vehicle_land_detected.ground_contact,vehicle_land_detected,Altitude,18,0.00020569077124669473,0.0005134988394794749,79
Global Position,channel,vehicle_local_position.vy,0.0036377965040535836,0.0011712282943471548,5,641,vehicle_local_position.vy,vehicle_local_position,Global Position,18,0.00020209980578075464,0.0005045341368426242,80
Global Position,channel,vehicle_attitude.q[0],0.003033862240018471,0.0004282464696053823,5,641,vehicle_attitude.q[0],vehicle_attitude,Mechanical/Electrical,18,0.00016854790222324838,0.00042077314243980126,81
Global Position,channel,vehicle_local_position.y,0.002972784474582522,0.0005538865529242104,5,641,vehicle_local_position.y,vehicle_local_position,Global Position,18,0.00016515469303236233,0.000412302130487878,82
Global Position,channel,sensor_combined.gyro_rad[2],0.0016704615588522998,0.0004745335574112654,5,641,sensor_combined.gyro_rad[2],sensor_combined,Mechanical/Electrical,18,9.280341993623887e-05,0.00023168005131270954,83
Global Position,channel,manual_control_setpoint.r,0.0005601710612457908,0.00012307052800858366,5,641,manual_control_setpoint.r,manual_control_setpoint,Shared,18,3.112061451365504e-05,7.76913778862928e-05,84
Global Position,channel,vehicle_land_detected.landed,0.0004289457454484909,0.00016758780336023708,5,641,vehicle_land_detected.landed,vehicle_land_detected,Altitude,18,2.3830319191582827e-05,5.949144521718485e-05,85
Global Position,channel,vehicle_land_detected.maybe_landed,0.0,0.0,5,641,vehicle_land_detected.maybe_landed,vehicle_land_detected,Altitude,18,0.0,0.0,86
Global Position,channel,vehicle_status.arming_state,0.0,0.0,5,641,vehicle_status.arming_state,vehicle_status,Shared,18,0.0,0.0,87
Mechanical/Electrical,channel,actuator_controls_0.control[3],1.9925632262250812,0.08600933087049265,5,683,actuator_controls_0.control[3],actuator_controls_0,Mechanical/Electrical,18,0.11069795701250451,0.26576821028229936,1
Mechanical/Electrical,channel,vehicle_attitude.q[2],0.7148216096337793,0.053335596394945936,5,683,vehicle_attitude.q[2],vehicle_attitude,Mechanical/Electrical,18,0.03971231164632107,0.09534295191394948,2
Mechanical/Electrical,channel,actuator_outputs.output[3],0.35935261794769324,0.027862647665737046,5,683,actuator_outputs.output[3],actuator_outputs,Mechanical/Electrical,18,0.019964034330427403,0.04793047511629077,3
Mechanical/Electrical,channel,actuator_outputs.output[5],0.3484590603006082,0.026440273489404757,5,683,actuator_outputs.output[5],actuator_outputs,Mechanical/Electrical,18,0.01935883668336712,0.046477491702079245,4
Mechanical/Electrical,channel,sensor_combined.accelerometer_m_s2[1],0.2365334282601576,0.03230702406223417,5,683,sensor_combined.accelerometer_m_s2[1],sensor_combined,Mechanical/Electrical,18,0.0131407460144532,0.03154884375726087,5
Mechanical/Electrical,channel,vehicle_attitude_setpoint.roll_body,0.2305862545824406,0.006773288590447151,5,683,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint,Mechanical/Electrical,18,0.012810347476802255,0.03075560935256936,6
Mechanical/Electrical,channel,actuator_outputs.output[0],0.20674692028476555,0.01286020323199151,5,683,actuator_outputs.output[0],actuator_outputs,Mechanical/Electrical,18,0.011485940015820309,0.0275759174224831,7
Mechanical/Electrical,channel,vehicle_local_position.epv,0.2047628467150926,0.011390598241320746,5,683,vehicle_local_position.epv,vehicle_local_position,Global Position,18,0.011375713706394033,0.027311281563133546,8
Mechanical/Electrical,channel,sensor_combined.accelerometer_m_s2[0],0.19767374188436343,0.007783737038544568,5,683,sensor_combined.accelerometer_m_s2[0],sensor_combined,Mechanical/Electrical,18,0.010981874549131302,0.0263657363083735,9
Mechanical/Electrical,channel,actuator_outputs.output[1],0.15426120186135103,0.009872586358793409,5,683,actuator_outputs.output[1],actuator_outputs,Mechanical/Electrical,18,0.008570066770075057,0.020575368949450158,10
