channel,topic,field,dtype,logs_present,coverage,selected_core_60pct
estimator_local_position.evh,estimator_local_position,evh,float32,1,0.000718,False
estimator_local_position.evv,estimator_local_position,evv,float32,1,0.000718,False
estimator_local_position.hagl_max,estimator_local_position,hagl_max,float32,1,0.000718,False
estimator_local_position.hagl_min,estimator_local_position,hagl_min,float32,1,0.000718,False
estimator_local_position.heading,estimator_local_position,heading,float32,1,0.000718,False
estimator_local_position.heading_good_for_control,estimator_local_position,heading_good_for_control,int8,1,0.000718,False
estimator_local_position.heading_reset_counter,estimator_local_position,heading_reset_counter,uint8,1,0.000718,False
estimator_local_position.ref_alt,estimator_local_position,ref_alt,float32,1,0.000718,False
estimator_local_position.ref_lat,estimator_local_position,ref_lat,float64,1,0.000718,False
estimator_local_position.ref_lon,estimator_local_position,ref_lon,float64,1,0.000718,False
estimator_local_position.ref_timestamp,estimator_local_position,ref_timestamp,uint64,1,0.000718,False
estimator_local_position.timestamp_sample,estimator_local_position,timestamp_sample,uint64,1,0.000718,False
estimator_local_position.v_xy_valid,estimator_local_position,v_xy_valid,int8,1,0.000718,False
estimator_local_position.v_z_valid,estimator_local_position,v_z_valid,int8,1,0.000718,False
estimator_local_position.vx,estimator_local_position,vx,float32,1,0.000718,False
estimator_local_position.vxy_max,estimator_local_position,vxy_max,float32,1,0.000718,False
estimator_local_position.vxy_reset_counter,estimator_local_position,vxy_reset_counter,uint8,1,0.000718,False
estimator_local_position.vy,estimator_local_position,vy,float32,1,0.000718,False
estimator_local_position.vz,estimator_local_position,vz,float32,1,0.000718,False
estimator_local_position.vz_max,estimator_local_position,vz_max,float32,1,0.000718,False
estimator_local_position.vz_reset_counter,estimator_local_position,vz_reset_counter,uint8,1,0.000718,False
estimator_local_position.x,estimator_local_position,x,float32,1,0.000718,False
estimator_local_position.xy_global,estimator_local_position,xy_global,int8,1,0.000718,False
estimator_local_position.xy_reset_counter,estimator_local_position,xy_reset_counter,uint8,1,0.000718,False
estimator_local_position.xy_valid,estimator_local_position,xy_valid,int8,1,0.000718,False
estimator_local_position.y,estimator_local_position,y,float32,1,0.000718,False
estimator_local_position.z,estimator_local_position,z,float32,1,0.000718,False
estimator_local_position.z_deriv,estimator_local_position,z_deriv,float32,1,0.000718,False
estimator_local_position.z_global,estimator_local_position,z_global,int8,1,0.000718,False
estimator_local_position.z_reset_counter,estimator_local_position,z_reset_counter,uint8,1,0.000718,False
estimator_local_position.z_valid,estimator_local_position,z_valid,int8,1,0.000718,False
estimator_selector_status.accel_device_id,estimator_selector_status,accel_device_id,uint32,1,0.000718,False
estimator_selector_status.accel_fault_detected,estimator_selector_status,accel_fault_detected,int8,1,0.000718,False
estimator_selector_status.accumulated_accel_error[0],estimator_selector_status,accumulated_accel_error[0],float32,1,0.000718,False
estimator_selector_status.accumulated_accel_error[1],estimator_selector_status,accumulated_accel_error[1],float32,1,0.000718,False
estimator_selector_status.accumulated_accel_error[2],estimator_selector_status,accumulated_accel_error[2],float32,1,0.000718,False
estimator_selector_status.accumulated_accel_error[3],estimator_selector_status,accumulated_accel_error[3],float32,1,0.000718,False
estimator_selector_status.accumulated_gyro_error[0],estimator_selector_status,accumulated_gyro_error[0],float32,1,0.000718,False
estimator_selector_status.accumulated_gyro_error[1],estimator_selector_status,accumulated_gyro_error[1],float32,1,0.000718,False
estimator_selector_status.accumulated_gyro_error[2],estimator_selector_status,accumulated_gyro_error[2],float32,1,0.000718,False
estimator_selector_status.accumulated_gyro_error[3],estimator_selector_status,accumulated_gyro_error[3],float32,1,0.000718,False
estimator_selector_status.baro_device_id,estimator_selector_status,baro_device_id,uint32,1,0.000718,False
estimator_selector_status.combined_test_ratio[0],estimator_selector_status,combined_test_ratio[0],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[1],estimator_selector_status,combined_test_ratio[1],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[2],estimator_selector_status,combined_test_ratio[2],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[3],estimator_selector_status,combined_test_ratio[3],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[4],estimator_selector_status,combined_test_ratio[4],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[5],estimator_selector_status,combined_test_ratio[5],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[6],estimator_selector_status,combined_test_ratio[6],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[7],estimator_selector_status,combined_test_ratio[7],float32,1,0.000718,False
estimator_selector_status.combined_test_ratio[8],estimator_selector_status,combined_test_ratio[8],float32,1,0.000718,False
estimator_selector_status.gyro_device_id,estimator_selector_status,gyro_device_id,uint32,1,0.000718,False
estimator_selector_status.gyro_fault_detected,estimator_selector_status,gyro_fault_detected,int8,1,0.000718,False
estimator_selector_status.healthy[0],estimator_selector_status,healthy[0],int8,1,0.000718,False
estimator_selector_status.healthy[1],estimator_selector_status,healthy[1],int8,1,0.000718,False
estimator_selector_status.healthy[2],estimator_selector_status,healthy[2],int8,1,0.000718,False
estimator_selector_status.healthy[3],estimator_selector_status,healthy[3],int8,1,0.000718,False
estimator_selector_status.healthy[4],estimator_selector_status,healthy[4],int8,1,0.000718,False
estimator_selector_status.healthy[5],estimator_selector_status,healthy[5],int8,1,0.000718,False
estimator_selector_status.healthy[6],estimator_selector_status,healthy[6],int8,1,0.000718,False
estimator_selector_status.healthy[7],estimator_selector_status,healthy[7],int8,1,0.000718,False
estimator_selector_status.healthy[8],estimator_selector_status,healthy[8],int8,1,0.000718,False
estimator_selector_status.instance_changed_count,estimator_selector_status,instance_changed_count,uint32,1,0.000718,False
estimator_selector_status.instances_available,estimator_selector_status,instances_available,uint8,1,0.000718,False
estimator_selector_status.last_instance_change,estimator_selector_status,last_instance_change,uint64,1,0.000718,False
estimator_selector_status.mag_device_id,estimator_selector_status,mag_device_id,uint32,1,0.000718,False
estimator_selector_status.primary_instance,estimator_selector_status,primary_instance,uint8,1,0.000718,False
estimator_selector_status.relative_test_ratio[0],estimator_selector_status,relative_test_ratio[0],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[1],estimator_selector_status,relative_test_ratio[1],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[2],estimator_selector_status,relative_test_ratio[2],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[3],estimator_selector_status,relative_test_ratio[3],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[4],estimator_selector_status,relative_test_ratio[4],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[5],estimator_selector_status,relative_test_ratio[5],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[6],estimator_selector_status,relative_test_ratio[6],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[7],estimator_selector_status,relative_test_ratio[7],float32,1,0.000718,False
estimator_selector_status.relative_test_ratio[8],estimator_selector_status,relative_test_ratio[8],float32,1,0.000718,False
estimator_sensor_bias.accel_bias[0],estimator_sensor_bias,accel_bias[0],float32,1,0.000718,False
estimator_sensor_bias.accel_bias[1],estimator_sensor_bias,accel_bias[1],float32,1,0.000718,False
estimator_sensor_bias.accel_bias[2],estimator_sensor_bias,accel_bias[2],float32,1,0.000718,False
estimator_sensor_bias.accel_bias_limit,estimator_sensor_bias,accel_bias_limit,float32,1,0.000718,False
estimator_sensor_bias.accel_bias_stable,estimator_sensor_bias,accel_bias_stable,int8,1,0.000718,False
estimator_sensor_bias.accel_bias_valid,estimator_sensor_bias,accel_bias_valid,int8,1,0.000718,False
estimator_sensor_bias.accel_bias_variance[0],estimator_sensor_bias,accel_bias_variance[0],float32,1,0.000718,False
estimator_sensor_bias.accel_bias_variance[1],estimator_sensor_bias,accel_bias_variance[1],float32,1,0.000718,False
estimator_sensor_bias.accel_bias_variance[2],estimator_sensor_bias,accel_bias_variance[2],float32,1,0.000718,False
estimator_sensor_bias.accel_device_id,estimator_sensor_bias,accel_device_id,uint32,1,0.000718,False
estimator_sensor_bias.gyro_bias[0],estimator_sensor_bias,gyro_bias[0],float32,1,0.000718,False
estimator_sensor_bias.gyro_bias[1],estimator_sensor_bias,gyro_bias[1],float32,1,0.000718,False
estimator_sensor_bias.gyro_bias[2],estimator_sensor_bias,gyro_bias[2],float32,1,0.000718,False
estimator_sensor_bias.gyro_bias_limit,estimator_sensor_bias,gyro_bias_limit,float32,1,0.000718,False
estimator_sensor_bias.gyro_bias_stable,estimator_sensor_bias,gyro_bias_stable,int8,1,0.000718,False
estimator_sensor_bias.gyro_bias_valid,estimator_sensor_bias,gyro_bias_valid,int8,1,0.000718,False
estimator_sensor_bias.gyro_bias_variance[0],estimator_sensor_bias,gyro_bias_variance[0],float32,1,0.000718,False
estimator_sensor_bias.gyro_bias_variance[1],estimator_sensor_bias,gyro_bias_variance[1],float32,1,0.000718,False
estimator_sensor_bias.gyro_bias_variance[2],estimator_sensor_bias,gyro_bias_variance[2],float32,1,0.000718,False
estimator_sensor_bias.gyro_device_id,estimator_sensor_bias,gyro_device_id,uint32,1,0.000718,False
estimator_sensor_bias.mag_bias[0],estimator_sensor_bias,mag_bias[0],float32,1,0.000718,False
estimator_sensor_bias.mag_bias[1],estimator_sensor_bias,mag_bias[1],float32,1,0.000718,False
estimator_sensor_bias.mag_bias[2],estimator_sensor_bias,mag_bias[2],float32,1,0.000718,False
estimator_sensor_bias.mag_bias_limit,estimator_sensor_bias,mag_bias_limit,float32,1,0.000718,False
estimator_sensor_bias.mag_bias_stable,estimator_sensor_bias,mag_bias_stable,int8,1,0.000718,False
estimator_sensor_bias.mag_bias_valid,estimator_sensor_bias,mag_bias_valid,int8,1,0.000718,False
estimator_sensor_bias.mag_bias_variance[0],estimator_sensor_bias,mag_bias_variance[0],float32,1,0.000718,False
estimator_sensor_bias.mag_bias_variance[1],estimator_sensor_bias,mag_bias_variance[1],float32,1,0.000718,False
estimator_sensor_bias.mag_bias_variance[2],estimator_sensor_bias,mag_bias_variance[2],float32,1,0.000718,False
estimator_sensor_bias.mag_device_id,estimator_sensor_bias,mag_device_id,uint32,1,0.000718,False
estimator_sensor_bias.timestamp_sample,estimator_sensor_bias,timestamp_sample,uint64,1,0.000718,False
estimator_states.covariances[0],estimator_states,covariances[0],float32,1,0.000718,False
estimator_states.covariances[10],estimator_states,covariances[10],float32,1,0.000718,False
estimator_states.covariances[11],estimator_states,covariances[11],float32,1,0.000718,False
estimator_states.covariances[12],estimator_states,covariances[12],float32,1,0.000718,False
estimator_states.covariances[13],estimator_states,covariances[13],float32,1,0.000718,False
estimator_states.covariances[14],estimator_states,covariances[14],float32,1,0.000718,False
estimator_states.covariances[15],estimator_states,covariances[15],float32,1,0.000718,False
estimator_states.covariances[16],estimator_states,covariances[16],float32,1,0.000718,False
estimator_states.covariances[17],estimator_states,covariances[17],float32,1,0.000718,False
estimator_states.covariances[18],estimator_states,covariances[18],float32,1,0.000718,False
estimator_states.covariances[19],estimator_states,covariances[19],float32,1,0.000718,False
estimator_states.covariances[1],estimator_states,covariances[1],float32,1,0.000718,False
estimator_states.covariances[20],estimator_states,covariances[20],float32,1,0.000718,False
estimator_states.covariances[21],estimator_states,covariances[21],float32,1,0.000718,False
estimator_states.covariances[22],estimator_states,covariances[22],float32,1,0.000718,False
estimator_states.covariances[23],estimator_states,covariances[23],float32,1,0.000718,False
estimator_states.covariances[2],estimator_states,covariances[2],float32,1,0.000718,False
estimator_states.covariances[3],estimator_states,covariances[3],float32,1,0.000718,False
estimator_states.covariances[4],estimator_states,covariances[4],float32,1,0.000718,False
estimator_states.covariances[5],estimator_states,covariances[5],float32,1,0.000718,False
estimator_states.covariances[6],estimator_states,covariances[6],float32,1,0.000718,False
estimator_states.covariances[7],estimator_states,covariances[7],float32,1,0.000718,False
estimator_states.covariances[8],estimator_states,covariances[8],float32,1,0.000718,False
estimator_states.covariances[9],estimator_states,covariances[9],float32,1,0.000718,False
estimator_states.n_states,estimator_states,n_states,uint8,1,0.000718,False
estimator_states.states[0],estimator_states,states[0],float32,1,0.000718,False
estimator_states.states[10],estimator_states,states[10],float32,1,0.000718,False
estimator_states.states[11],estimator_states,states[11],float32,1,0.000718,False
estimator_states.states[12],estimator_states,states[12],float32,1,0.000718,False
estimator_states.states[13],estimator_states,states[13],float32,1,0.000718,False
estimator_states.states[14],estimator_states,states[14],float32,1,0.000718,False
estimator_states.states[15],estimator_states,states[15],float32,1,0.000718,False
estimator_states.states[16],estimator_states,states[16],float32,1,0.000718,False
estimator_states.states[17],estimator_states,states[17],float32,1,0.000718,False
estimator_states.states[18],estimator_states,states[18],float32,1,0.000718,False
estimator_states.states[19],estimator_states,states[19],float32,1,0.000718,False
estimator_states.states[1],estimator_states,states[1],float32,1,0.000718,False
estimator_states.states[20],estimator_states,states[20],float32,1,0.000718,False
estimator_states.states[21],estimator_states,states[21],float32,1,0.000718,False
estimator_states.states[22],estimator_states,states[22],float32,1,0.000718,False
estimator_states.states[23],estimator_states,states[23],float32,1,0.000718,False
estimator_states.states[2],estimator_states,states[2],float32,1,0.000718,False
estimator_states.states[3],estimator_states,states[3],float32,1,0.000718,False
estimator_states.states[4],estimator_states,states[4],float32,1,0.000718,False
estimator_states.states[5],estimator_states,states[5],float32,1,0.000718,False
estimator_states.states[6],estimator_states,states[6],float32,1,0.000718,False
estimator_states.states[7],estimator_states,states[7],float32,1,0.000718,False
estimator_states.states[8],estimator_states,states[8],float32,1,0.000718,False
estimator_states.states[9],estimator_states,states[9],float32,1,0.000718,False
estimator_states.timestamp_sample,estimator_states,timestamp_sample,uint64,1,0.000718,False
estimator_status.accel_device_id,estimator_status,accel_device_id,uint32,1,0.000718,False
estimator_status.baro_device_id,estimator_status,baro_device_id,uint32,1,0.000718,False
estimator_status.beta_test_ratio,estimator_status,beta_test_ratio,float32,1391,0.998564,True
estimator_status.control_mode_flags,estimator_status,control_mode_flags,uint32,1391,0.998564,True
estimator_status.covariances[0],estimator_status,covariances[0],float32,1390,0.997846,True
estimator_status.covariances[10],estimator_status,covariances[10],float32,1390,0.997846,True
estimator_status.covariances[11],estimator_status,covariances[11],float32,1390,0.997846,True
estimator_status.covariances[12],estimator_status,covariances[12],float32,1390,0.997846,True
estimator_status.covariances[13],estimator_status,covariances[13],float32,1390,0.997846,True
estimator_status.covariances[14],estimator_status,covariances[14],float32,1390,0.997846,True
estimator_status.covariances[15],estimator_status,covariances[15],float32,1390,0.997846,True
estimator_status.covariances[16],estimator_status,covariances[16],float32,1390,0.997846,True
estimator_status.covariances[17],estimator_status,covariances[17],float32,1390,0.997846,True
estimator_status.covariances[18],estimator_status,covariances[18],float32,1390,0.997846,True
estimator_status.covariances[19],estimator_status,covariances[19],float32,1390,0.997846,True
estimator_status.covariances[1],estimator_status,covariances[1],float32,1390,0.997846,True
estimator_status.covariances[20],estimator_status,covariances[20],float32,1390,0.997846,True
estimator_status.covariances[21],estimator_status,covariances[21],float32,1390,0.997846,True
estimator_status.covariances[22],estimator_status,covariances[22],float32,1390,0.997846,True
estimator_status.covariances[23],estimator_status,covariances[23],float32,1390,0.997846,True
estimator_status.covariances[2],estimator_status,covariances[2],float32,1390,0.997846,True
estimator_status.covariances[3],estimator_status,covariances[3],float32,1390,0.997846,True
estimator_status.covariances[4],estimator_status,covariances[4],float32,1390,0.997846,True
estimator_status.covariances[5],estimator_status,covariances[5],float32,1390,0.997846,True
estimator_status.covariances[6],estimator_status,covariances[6],float32,1390,0.997846,True
estimator_status.covariances[7],estimator_status,covariances[7],float32,1390,0.997846,True
estimator_status.covariances[8],estimator_status,covariances[8],float32,1390,0.997846,True
estimator_status.covariances[9],estimator_status,covariances[9],float32,1390,0.997846,True
estimator_status.filter_fault_flags,estimator_status,filter_fault_flags,uint16,1391,0.998564,True
estimator_status.gps_check_fail_flags,estimator_status,gps_check_fail_flags,uint16,1391,0.998564,True
estimator_status.gyro_device_id,estimator_status,gyro_device_id,uint32,1,0.000718,False
estimator_status.hagl_test_ratio,estimator_status,hagl_test_ratio,float32,1391,0.998564,True
estimator_status.health_flags,estimator_status,health_flags,uint8,1391,0.998564,True
estimator_status.hgt_test_ratio,estimator_status,hgt_test_ratio,float32,1391,0.998564,True
estimator_status.innovation_check_flags,estimator_status,innovation_check_flags,uint16,1391,0.998564,True
estimator_status.mag_device_id,estimator_status,mag_device_id,uint32,1,0.000718,False
estimator_status.mag_test_ratio,estimator_status,mag_test_ratio,float32,1391,0.998564,True
estimator_status.n_states,estimator_status,n_states,float32,1390,0.997846,True
estimator_status.nan_flags,estimator_status,nan_flags,uint8,1200,0.86145,True
estimator_status.output_tracking_error[0],estimator_status,output_tracking_error[0],float32,1,0.000718,False
estimator_status.output_tracking_error[1],estimator_status,output_tracking_error[1],float32,1,0.000718,False
estimator_status.output_tracking_error[2],estimator_status,output_tracking_error[2],float32,1,0.000718,False
estimator_status.pos_horiz_accuracy,estimator_status,pos_horiz_accuracy,float32,1391,0.998564,True
estimator_status.pos_test_ratio,estimator_status,pos_test_ratio,float32,1391,0.998564,True
estimator_status.pos_vert_accuracy,estimator_status,pos_vert_accuracy,float32,1391,0.998564,True
estimator_status.pre_flt_fail,estimator_status,pre_flt_fail,int8,1200,0.86145,True
estimator_status.pre_flt_fail_innov_heading,estimator_status,pre_flt_fail_innov_heading,int8,191,0.137114,False
estimator_status.pre_flt_fail_innov_height,estimator_status,pre_flt_fail_innov_height,int8,191,0.137114,False
estimator_status.pre_flt_fail_innov_vel_horiz,estimator_status,pre_flt_fail_innov_vel_horiz,int8,191,0.137114,False
estimator_status.pre_flt_fail_innov_vel_vert,estimator_status,pre_flt_fail_innov_vel_vert,int8,191,0.137114,False
estimator_status.pre_flt_fail_mag_field_disturbed,estimator_status,pre_flt_fail_mag_field_disturbed,int8,1,0.000718,False
estimator_status.reset_count_pod_d,estimator_status,reset_count_pod_d,uint8,1,0.000718,False
estimator_status.reset_count_pos_ne,estimator_status,reset_count_pos_ne,uint8,1,0.000718,False
estimator_status.reset_count_quat,estimator_status,reset_count_quat,uint8,1,0.000718,False
estimator_status.reset_count_vel_d,estimator_status,reset_count_vel_d,uint8,1,0.000718,False
estimator_status.reset_count_vel_ne,estimator_status,reset_count_vel_ne,uint8,1,0.000718,False
estimator_status.solution_status_flags,estimator_status,solution_status_flags,uint16,1391,0.998564,True
estimator_status.states[0],estimator_status,states[0],float32,1390,0.997846,True
estimator_status.states[10],estimator_status,states[10],float32,1390,0.997846,True
estimator_status.states[11],estimator_status,states[11],float32,1390,0.997846,True
estimator_status.states[12],estimator_status,states[12],float32,1390,0.997846,True
estimator_status.states[13],estimator_status,states[13],float32,1390,0.997846,True
estimator_status.states[14],estimator_status,states[14],float32,1390,0.997846,True
estimator_status.states[15],estimator_status,states[15],float32,1390,0.997846,True
estimator_status.states[16],estimator_status,states[16],float32,1390,0.997846,True
estimator_status.states[17],estimator_status,states[17],float32,1390,0.997846,True
estimator_status.states[18],estimator_status,states[18],float32,1390,0.997846,True
estimator_status.states[19],estimator_status,states[19],float32,1390,0.997846,True
estimator_status.states[1],estimator_status,states[1],float32,1390,0.997846,True
estimator_status.states[20],estimator_status,states[20],float32,1390,0.997846,True
estimator_status.states[21],estimator_status,states[21],float32,1390,0.997846,True
estimator_status.states[22],estimator_status,states[22],float32,1390,0.997846,True
estimator_status.states[23],estimator_status,states[23],float32,1390,0.997846,True
estimator_status.states[2],estimator_status,states[2],float32,1390,0.997846,True
estimator_status.states[3],estimator_status,states[3],float32,1390,0.997846,True
estimator_status.states[4],estimator_status,states[4],float32,1390,0.997846,True
estimator_status.states[5],estimator_status,states[5],float32,1390,0.997846,True
estimator_status.states[6],estimator_status,states[6],float32,1390,0.997846,True
estimator_status.states[7],estimator_status,states[7],float32,1390,0.997846,True
estimator_status.states[8],estimator_status,states[8],float32,1390,0.997846,True
estimator_status.states[9],estimator_status,states[9],float32,1390,0.997846,True
estimator_status.tas_test_ratio,estimator_status,tas_test_ratio,float32,1391,0.998564,True
estimator_status.time_slip,estimator_status,time_slip,float32,1391,0.998564,True
estimator_status.timeout_flags,estimator_status,timeout_flags,uint8,1391,0.998564,True
estimator_status.timestamp_sample,estimator_status,timestamp_sample,uint64,1,0.000718,False
estimator_status.vel_test_ratio,estimator_status,vel_test_ratio,float32,1391,0.998564,True
estimator_status.vibe[0],estimator_status,vibe[0],float32,1390,0.997846,True
estimator_status.vibe[1],estimator_status,vibe[1],float32,1390,0.997846,True
estimator_status.vibe[2],estimator_status,vibe[2],float32,1390,0.997846,True
estimator_status_flags.control_status_changes,estimator_status_flags,control_status_changes,uint32,1,0.000718,False
estimator_status_flags.cs_baro_hgt,estimator_status_flags,cs_baro_hgt,int8,1,0.000718,False
estimator_status_flags.cs_ev_hgt,estimator_status_flags,cs_ev_hgt,int8,1,0.000718,False
estimator_status_flags.cs_ev_pos,estimator_status_flags,cs_ev_pos,int8,1,0.000718,False
estimator_status_flags.cs_ev_vel,estimator_status_flags,cs_ev_vel,int8,1,0.000718,False
estimator_status_flags.cs_ev_yaw,estimator_status_flags,cs_ev_yaw,int8,1,0.000718,False
estimator_status_flags.cs_fixed_wing,estimator_status_flags,cs_fixed_wing,int8,1,0.000718,False
estimator_status_flags.cs_fuse_aspd,estimator_status_flags,cs_fuse_aspd,int8,1,0.000718,False
estimator_status_flags.cs_fuse_beta,estimator_status_flags,cs_fuse_beta,int8,1,0.000718,False
estimator_status_flags.cs_gnd_effect,estimator_status_flags,cs_gnd_effect,int8,1,0.000718,False
estimator_status_flags.cs_gps,estimator_status_flags,cs_gps,int8,1,0.000718,False
estimator_status_flags.cs_gps_hgt,estimator_status_flags,cs_gps_hgt,int8,1,0.000718,False
estimator_status_flags.cs_gps_yaw,estimator_status_flags,cs_gps_yaw,int8,1,0.000718,False
estimator_status_flags.cs_gps_yaw_fault,estimator_status_flags,cs_gps_yaw_fault,int8,1,0.000718,False
estimator_status_flags.cs_in_air,estimator_status_flags,cs_in_air,int8,1,0.000718,False
estimator_status_flags.cs_inertial_dead_reckoning,estimator_status_flags,cs_inertial_dead_reckoning,int8,1,0.000718,False
estimator_status_flags.cs_mag_3d,estimator_status_flags,cs_mag_3d,int8,1,0.000718,False
estimator_status_flags.cs_mag_aligned_in_flight,estimator_status_flags,cs_mag_aligned_in_flight,int8,1,0.000718,False
estimator_status_flags.cs_mag_dec,estimator_status_flags,cs_mag_dec,int8,1,0.000718,False
estimator_status_flags.cs_mag_fault,estimator_status_flags,cs_mag_fault,int8,1,0.000718,False
estimator_status_flags.cs_mag_field_disturbed,estimator_status_flags,cs_mag_field_disturbed,int8,1,0.000718,False
estimator_status_flags.cs_mag_hdg,estimator_status_flags,cs_mag_hdg,int8,1,0.000718,False
estimator_status_flags.cs_opt_flow,estimator_status_flags,cs_opt_flow,int8,1,0.000718,False
estimator_status_flags.cs_rng_fault,estimator_status_flags,cs_rng_fault,int8,1,0.000718,False
estimator_status_flags.cs_rng_hgt,estimator_status_flags,cs_rng_hgt,int8,1,0.000718,False
estimator_status_flags.cs_rng_kin_consistent,estimator_status_flags,cs_rng_kin_consistent,int8,1,0.000718,False
estimator_status_flags.cs_rng_stuck,estimator_status_flags,cs_rng_stuck,int8,1,0.000718,False
estimator_status_flags.cs_synthetic_mag_z,estimator_status_flags,cs_synthetic_mag_z,int8,1,0.000718,False
estimator_status_flags.cs_tilt_align,estimator_status_flags,cs_tilt_align,int8,1,0.000718,False
estimator_status_flags.cs_vehicle_at_rest,estimator_status_flags,cs_vehicle_at_rest,int8,1,0.000718,False
estimator_status_flags.cs_wind,estimator_status_flags,cs_wind,int8,1,0.000718,False
estimator_status_flags.cs_wind_dead_reckoning,estimator_status_flags,cs_wind_dead_reckoning,int8,1,0.000718,False
estimator_status_flags.cs_yaw_align,estimator_status_flags,cs_yaw_align,int8,1,0.000718,False
estimator_status_flags.fault_status_changes,estimator_status_flags,fault_status_changes,uint32,1,0.000718,False
estimator_status_flags.fs_bad_acc_bias,estimator_status_flags,fs_bad_acc_bias,int8,1,0.000718,False
estimator_status_flags.fs_bad_acc_clipping,estimator_status_flags,fs_bad_acc_clipping,int8,1,0.000718,False
estimator_status_flags.fs_bad_acc_vertical,estimator_status_flags,fs_bad_acc_vertical,int8,1,0.000718,False
estimator_status_flags.fs_bad_airspeed,estimator_status_flags,fs_bad_airspeed,int8,1,0.000718,False
estimator_status_flags.fs_bad_hdg,estimator_status_flags,fs_bad_hdg,int8,1,0.000718,False
estimator_status_flags.fs_bad_mag_decl,estimator_status_flags,fs_bad_mag_decl,int8,1,0.000718,False
estimator_status_flags.fs_bad_mag_x,estimator_status_flags,fs_bad_mag_x,int8,1,0.000718,False
estimator_status_flags.fs_bad_mag_y,estimator_status_flags,fs_bad_mag_y,int8,1,0.000718,False
estimator_status_flags.fs_bad_mag_z,estimator_status_flags,fs_bad_mag_z,int8,1,0.000718,False
estimator_status_flags.fs_bad_optflow_x,estimator_status_flags,fs_bad_optflow_x,int8,1,0.000718,False
estimator_status_flags.fs_bad_optflow_y,estimator_status_flags,fs_bad_optflow_y,int8,1,0.000718,False
estimator_status_flags.fs_bad_pos_d,estimator_status_flags,fs_bad_pos_d,int8,1,0.000718,False
estimator_status_flags.fs_bad_pos_e,estimator_status_flags,fs_bad_pos_e,int8,1,0.000718,False
estimator_status_flags.fs_bad_pos_n,estimator_status_flags,fs_bad_pos_n,int8,1,0.000718,False
estimator_status_flags.fs_bad_sideslip,estimator_status_flags,fs_bad_sideslip,int8,1,0.000718,False
estimator_status_flags.fs_bad_vel_d,estimator_status_flags,fs_bad_vel_d,int8,1,0.000718,False
estimator_status_flags.fs_bad_vel_e,estimator_status_flags,fs_bad_vel_e,int8,1,0.000718,False
estimator_status_flags.fs_bad_vel_n,estimator_status_flags,fs_bad_vel_n,int8,1,0.000718,False
estimator_status_flags.innovation_fault_status_changes,estimator_status_flags,innovation_fault_status_changes,uint32,1,0.000718,False
estimator_status_flags.reject_airspeed,estimator_status_flags,reject_airspeed,int8,1,0.000718,False
estimator_status_flags.reject_hagl,estimator_status_flags,reject_hagl,int8,1,0.000718,False
estimator_status_flags.reject_hor_pos,estimator_status_flags,reject_hor_pos,int8,1,0.000718,False
estimator_status_flags.reject_hor_vel,estimator_status_flags,reject_hor_vel,int8,1,0.000718,False
estimator_status_flags.reject_mag_x,estimator_status_flags,reject_mag_x,int8,1,0.000718,False
estimator_status_flags.reject_mag_y,estimator_status_flags,reject_mag_y,int8,1,0.000718,False
estimator_status_flags.reject_mag_z,estimator_status_flags,reject_mag_z,int8,1,0.000718,False
estimator_status_flags.reject_optflow_x,estimator_status_flags,reject_optflow_x,int8,1,0.000718,False
estimator_status_flags.reject_optflow_y,estimator_status_flags,reject_optflow_y,int8,1,0.000718,False
estimator_status_flags.reject_sideslip,estimator_status_flags,reject_sideslip,int8,1,0.000718,False
estimator_status_flags.reject_ver_pos,estimator_status_flags,reject_ver_pos,int8,1,0.000718,False
estimator_status_flags.reject_ver_vel,estimator_status_flags,reject_ver_vel,int8,1,0.000718,False
estimator_status_flags.reject_yaw,estimator_status_flags,reject_yaw,int8,1,0.000718,False
estimator_status_flags.timestamp_sample,estimator_status_flags,timestamp_sample,uint64,1,0.000718,False
estimator_visual_odometry_aligned.local_frame,estimator_visual_odometry_aligned,local_frame,uint8,1,0.000718,False
estimator_visual_odometry_aligned.pitchspeed,estimator_visual_odometry_aligned,pitchspeed,float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[0],estimator_visual_odometry_aligned,pose_covariance[0],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[10],estimator_visual_odometry_aligned,pose_covariance[10],float32,1,0.000718,False
estimator_visual_odometry_aligned.pose_covariance[11],estimator_visual_odometry_aligned,pose_covariance[11],float32,1,0.000718,False
