feature_index,feature,descriptor,channel,topic
317,max__vehicle_attitude.q[2],max,vehicle_attitude.q[2],vehicle_attitude
318,max__vehicle_attitude.q[3],max,vehicle_attitude.q[3],vehicle_attitude
319,max__vehicle_attitude.rollspeed,max,vehicle_attitude.rollspeed,vehicle_attitude
320,max__vehicle_attitude.yawspeed,max,vehicle_attitude.yawspeed,vehicle_attitude
321,max__vehicle_attitude_setpoint.pitch_body,max,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
322,max__vehicle_attitude_setpoint.roll_body,max,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
323,max__vehicle_attitude_setpoint.yaw_body,max,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
324,max__vehicle_land_detected.ground_contact,max,vehicle_land_detected.ground_contact,vehicle_land_detected
325,max__vehicle_land_detected.landed,max,vehicle_land_detected.landed,vehicle_land_detected
326,max__vehicle_land_detected.maybe_landed,max,vehicle_land_detected.maybe_landed,vehicle_land_detected
327,max__vehicle_local_position.ax,max,vehicle_local_position.ax,vehicle_local_position
328,max__vehicle_local_position.ay,max,vehicle_local_position.ay,vehicle_local_position
329,max__vehicle_local_position.az,max,vehicle_local_position.az,vehicle_local_position
330,max__vehicle_local_position.dist_bottom,max,vehicle_local_position.dist_bottom,vehicle_local_position
331,max__vehicle_local_position.dist_bottom_rate,max,vehicle_local_position.dist_bottom_rate,vehicle_local_position
332,max__vehicle_local_position.eph,max,vehicle_local_position.eph,vehicle_local_position
333,max__vehicle_local_position.epv,max,vehicle_local_position.epv,vehicle_local_position
334,max__vehicle_local_position.vx,max,vehicle_local_position.vx,vehicle_local_position
335,max__vehicle_local_position.vy,max,vehicle_local_position.vy,vehicle_local_position
336,max__vehicle_local_position.vz,max,vehicle_local_position.vz,vehicle_local_position
337,max__vehicle_local_position.x,max,vehicle_local_position.x,vehicle_local_position
338,max__vehicle_local_position.y,max,vehicle_local_position.y,vehicle_local_position
339,max__vehicle_local_position.z,max,vehicle_local_position.z,vehicle_local_position
340,max__vehicle_rates_setpoint.pitch,max,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
341,max__vehicle_rates_setpoint.roll,max,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
342,max__vehicle_rates_setpoint.yaw,max,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
343,max__vehicle_status.arming_state,max,vehicle_status.arming_state,vehicle_status
344,max__vehicle_status.nav_state,max,vehicle_status.nav_state,vehicle_status
345,max__vehicle_vision_position.x,max,vehicle_vision_position.x,vehicle_vision_position
346,max__vehicle_vision_position.y,max,vehicle_vision_position.y,vehicle_vision_position
347,max__vehicle_vision_position.z,max,vehicle_vision_position.z,vehicle_vision_position
348,range__actuator_controls_0.control[0],range,actuator_controls_0.control[0],actuator_controls_0
349,range__actuator_controls_0.control[1],range,actuator_controls_0.control[1],actuator_controls_0
350,range__actuator_controls_0.control[2],range,actuator_controls_0.control[2],actuator_controls_0
351,range__actuator_controls_0.control[3],range,actuator_controls_0.control[3],actuator_controls_0
352,range__actuator_outputs.output[0],range,actuator_outputs.output[0],actuator_outputs
353,range__actuator_outputs.output[1],range,actuator_outputs.output[1],actuator_outputs
354,range__actuator_outputs.output[2],range,actuator_outputs.output[2],actuator_outputs
355,range__actuator_outputs.output[3],range,actuator_outputs.output[3],actuator_outputs
356,range__actuator_outputs.output[4],range,actuator_outputs.output[4],actuator_outputs
357,range__actuator_outputs.output[5],range,actuator_outputs.output[5],actuator_outputs
358,range__actuator_outputs.output[6],range,actuator_outputs.output[6],actuator_outputs
359,range__actuator_outputs.output[7],range,actuator_outputs.output[7],actuator_outputs
360,range__battery_status.current_a,range,battery_status.current_a,battery_status
361,range__battery_status.current_filtered_a,range,battery_status.current_filtered_a,battery_status
362,range__battery_status.discharged_mah,range,battery_status.discharged_mah,battery_status
363,range__battery_status.remaining,range,battery_status.remaining,battery_status
364,range__battery_status.voltage_filtered_v,range,battery_status.voltage_filtered_v,battery_status
365,range__battery_status.voltage_v,range,battery_status.voltage_v,battery_status
366,range__cpuload.load,range,cpuload.load,cpuload
367,range__cpuload.ram_usage,range,cpuload.ram_usage,cpuload
368,range__distance_sensor.current_distance,range,distance_sensor.current_distance,distance_sensor
369,range__ekf2_innovations.hagl_innov,range,ekf2_innovations.hagl_innov,ekf2_innovations
370,range__ekf2_innovations.heading_innov,range,ekf2_innovations.heading_innov,ekf2_innovations
371,range__ekf2_innovations.output_tracking_error[0],range,ekf2_innovations.output_tracking_error[0],ekf2_innovations
372,range__ekf2_innovations.output_tracking_error[1],range,ekf2_innovations.output_tracking_error[1],ekf2_innovations
373,range__ekf2_innovations.output_tracking_error[2],range,ekf2_innovations.output_tracking_error[2],ekf2_innovations
374,range__ekf2_innovations.vel_pos_innov[3],range,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
375,range__ekf2_innovations.vel_pos_innov[4],range,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
376,range__ekf2_innovations.vel_pos_innov[5],range,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
377,range__estimator_status.hagl_test_ratio,range,estimator_status.hagl_test_ratio,estimator_status
378,range__estimator_status.hgt_test_ratio,range,estimator_status.hgt_test_ratio,estimator_status
379,range__estimator_status.mag_test_ratio,range,estimator_status.mag_test_ratio,estimator_status
380,range__estimator_status.pos_horiz_accuracy,range,estimator_status.pos_horiz_accuracy,estimator_status
381,range__estimator_status.pos_test_ratio,range,estimator_status.pos_test_ratio,estimator_status
382,range__estimator_status.pos_vert_accuracy,range,estimator_status.pos_vert_accuracy,estimator_status
383,range__estimator_status.vibe[0],range,estimator_status.vibe[0],estimator_status
384,range__estimator_status.vibe[1],range,estimator_status.vibe[1],estimator_status
385,range__estimator_status.vibe[2],range,estimator_status.vibe[2],estimator_status
386,range__manual_control_setpoint.r,range,manual_control_setpoint.r,manual_control_setpoint
387,range__manual_control_setpoint.x,range,manual_control_setpoint.x,manual_control_setpoint
388,range__manual_control_setpoint.y,range,manual_control_setpoint.y,manual_control_setpoint
389,range__manual_control_setpoint.z,range,manual_control_setpoint.z,manual_control_setpoint
390,range__rate_ctrl_status.pitchspeed_integ,range,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
391,range__rate_ctrl_status.rollspeed_integ,range,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
392,range__rate_ctrl_status.yawspeed_integ,range,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
393,range__sensor_combined.accelerometer_m_s2[0],range,sensor_combined.accelerometer_m_s2[0],sensor_combined
394,range__sensor_combined.accelerometer_m_s2[1],range,sensor_combined.accelerometer_m_s2[1],sensor_combined
395,range__sensor_combined.accelerometer_m_s2[2],range,sensor_combined.accelerometer_m_s2[2],sensor_combined
396,range__sensor_combined.gyro_rad[0],range,sensor_combined.gyro_rad[0],sensor_combined
397,range__sensor_combined.gyro_rad[1],range,sensor_combined.gyro_rad[1],sensor_combined
398,range__sensor_combined.gyro_rad[2],range,sensor_combined.gyro_rad[2],sensor_combined
399,range__sensor_preflight.accel_inconsistency_m_s_s,range,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
400,range__sensor_preflight.gyro_inconsistency_rad_s,range,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
401,range__vehicle_attitude.pitchspeed,range,vehicle_attitude.pitchspeed,vehicle_attitude
402,range__vehicle_attitude.q[0],range,vehicle_attitude.q[0],vehicle_attitude
403,range__vehicle_attitude.q[1],range,vehicle_attitude.q[1],vehicle_attitude
404,range__vehicle_attitude.q[2],range,vehicle_attitude.q[2],vehicle_attitude
405,range__vehicle_attitude.q[3],range,vehicle_attitude.q[3],vehicle_attitude
406,range__vehicle_attitude.rollspeed,range,vehicle_attitude.rollspeed,vehicle_attitude
407,range__vehicle_attitude.yawspeed,range,vehicle_attitude.yawspeed,vehicle_attitude
408,range__vehicle_attitude_setpoint.pitch_body,range,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
409,range__vehicle_attitude_setpoint.roll_body,range,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
410,range__vehicle_attitude_setpoint.yaw_body,range,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
411,range__vehicle_land_detected.ground_contact,range,vehicle_land_detected.ground_contact,vehicle_land_detected
412,range__vehicle_land_detected.landed,range,vehicle_land_detected.landed,vehicle_land_detected
413,range__vehicle_land_detected.maybe_landed,range,vehicle_land_detected.maybe_landed,vehicle_land_detected
414,range__vehicle_local_position.ax,range,vehicle_local_position.ax,vehicle_local_position
415,range__vehicle_local_position.ay,range,vehicle_local_position.ay,vehicle_local_position
416,range__vehicle_local_position.az,range,vehicle_local_position.az,vehicle_local_position
417,range__vehicle_local_position.dist_bottom,range,vehicle_local_position.dist_bottom,vehicle_local_position
418,range__vehicle_local_position.dist_bottom_rate,range,vehicle_local_position.dist_bottom_rate,vehicle_local_position
419,range__vehicle_local_position.eph,range,vehicle_local_position.eph,vehicle_local_position
420,range__vehicle_local_position.epv,range,vehicle_local_position.epv,vehicle_local_position
421,range__vehicle_local_position.vx,range,vehicle_local_position.vx,vehicle_local_position
422,range__vehicle_local_position.vy,range,vehicle_local_position.vy,vehicle_local_position
423,range__vehicle_local_position.vz,range,vehicle_local_position.vz,vehicle_local_position
424,range__vehicle_local_position.x,range,vehicle_local_position.x,vehicle_local_position
425,range__vehicle_local_position.y,range,vehicle_local_position.y,vehicle_local_position
426,range__vehicle_local_position.z,range,vehicle_local_position.z,vehicle_local_position
427,range__vehicle_rates_setpoint.pitch,range,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
428,range__vehicle_rates_setpoint.roll,range,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
429,range__vehicle_rates_setpoint.yaw,range,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
430,range__vehicle_status.arming_state,range,vehicle_status.arming_state,vehicle_status
431,range__vehicle_status.nav_state,range,vehicle_status.nav_state,vehicle_status
432,range__vehicle_vision_position.x,range,vehicle_vision_position.x,vehicle_vision_position
433,range__vehicle_vision_position.y,range,vehicle_vision_position.y,vehicle_vision_position
434,range__vehicle_vision_position.z,range,vehicle_vision_position.z,vehicle_vision_position
435,q10__actuator_controls_0.control[0],q10,actuator_controls_0.control[0],actuator_controls_0
436,q10__actuator_controls_0.control[1],q10,actuator_controls_0.control[1],actuator_controls_0
437,q10__actuator_controls_0.control[2],q10,actuator_controls_0.control[2],actuator_controls_0
438,q10__actuator_controls_0.control[3],q10,actuator_controls_0.control[3],actuator_controls_0
439,q10__actuator_outputs.output[0],q10,actuator_outputs.output[0],actuator_outputs
440,q10__actuator_outputs.output[1],q10,actuator_outputs.output[1],actuator_outputs
441,q10__actuator_outputs.output[2],q10,actuator_outputs.output[2],actuator_outputs
442,q10__actuator_outputs.output[3],q10,actuator_outputs.output[3],actuator_outputs
443,q10__actuator_outputs.output[4],q10,actuator_outputs.output[4],actuator_outputs
444,q10__actuator_outputs.output[5],q10,actuator_outputs.output[5],actuator_outputs
445,q10__actuator_outputs.output[6],q10,actuator_outputs.output[6],actuator_outputs
446,q10__actuator_outputs.output[7],q10,actuator_outputs.output[7],actuator_outputs
447,q10__battery_status.current_a,q10,battery_status.current_a,battery_status
448,q10__battery_status.current_filtered_a,q10,battery_status.current_filtered_a,battery_status
449,q10__battery_status.discharged_mah,q10,battery_status.discharged_mah,battery_status
450,q10__battery_status.remaining,q10,battery_status.remaining,battery_status
451,q10__battery_status.voltage_filtered_v,q10,battery_status.voltage_filtered_v,battery_status
452,q10__battery_status.voltage_v,q10,battery_status.voltage_v,battery_status
453,q10__cpuload.load,q10,cpuload.load,cpuload
454,q10__cpuload.ram_usage,q10,cpuload.ram_usage,cpuload
455,q10__distance_sensor.current_distance,q10,distance_sensor.current_distance,distance_sensor
456,q10__ekf2_innovations.hagl_innov,q10,ekf2_innovations.hagl_innov,ekf2_innovations
457,q10__ekf2_innovations.heading_innov,q10,ekf2_innovations.heading_innov,ekf2_innovations
458,q10__ekf2_innovations.output_tracking_error[0],q10,ekf2_innovations.output_tracking_error[0],ekf2_innovations
459,q10__ekf2_innovations.output_tracking_error[1],q10,ekf2_innovations.output_tracking_error[1],ekf2_innovations
460,q10__ekf2_innovations.output_tracking_error[2],q10,ekf2_innovations.output_tracking_error[2],ekf2_innovations
461,q10__ekf2_innovations.vel_pos_innov[3],q10,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
462,q10__ekf2_innovations.vel_pos_innov[4],q10,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
463,q10__ekf2_innovations.vel_pos_innov[5],q10,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
464,q10__estimator_status.hagl_test_ratio,q10,estimator_status.hagl_test_ratio,estimator_status
465,q10__estimator_status.hgt_test_ratio,q10,estimator_status.hgt_test_ratio,estimator_status
466,q10__estimator_status.mag_test_ratio,q10,estimator_status.mag_test_ratio,estimator_status
467,q10__estimator_status.pos_horiz_accuracy,q10,estimator_status.pos_horiz_accuracy,estimator_status
468,q10__estimator_status.pos_test_ratio,q10,estimator_status.pos_test_ratio,estimator_status
469,q10__estimator_status.pos_vert_accuracy,q10,estimator_status.pos_vert_accuracy,estimator_status
470,q10__estimator_status.vibe[0],q10,estimator_status.vibe[0],estimator_status
471,q10__estimator_status.vibe[1],q10,estimator_status.vibe[1],estimator_status
472,q10__estimator_status.vibe[2],q10,estimator_status.vibe[2],estimator_status
473,q10__manual_control_setpoint.r,q10,manual_control_setpoint.r,manual_control_setpoint
474,q10__manual_control_setpoint.x,q10,manual_control_setpoint.x,manual_control_setpoint
475,q10__manual_control_setpoint.y,q10,manual_control_setpoint.y,manual_control_setpoint
476,q10__manual_control_setpoint.z,q10,manual_control_setpoint.z,manual_control_setpoint
477,q10__rate_ctrl_status.pitchspeed_integ,q10,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
478,q10__rate_ctrl_status.rollspeed_integ,q10,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
479,q10__rate_ctrl_status.yawspeed_integ,q10,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
480,q10__sensor_combined.accelerometer_m_s2[0],q10,sensor_combined.accelerometer_m_s2[0],sensor_combined
481,q10__sensor_combined.accelerometer_m_s2[1],q10,sensor_combined.accelerometer_m_s2[1],sensor_combined
482,q10__sensor_combined.accelerometer_m_s2[2],q10,sensor_combined.accelerometer_m_s2[2],sensor_combined
483,q10__sensor_combined.gyro_rad[0],q10,sensor_combined.gyro_rad[0],sensor_combined
484,q10__sensor_combined.gyro_rad[1],q10,sensor_combined.gyro_rad[1],sensor_combined
485,q10__sensor_combined.gyro_rad[2],q10,sensor_combined.gyro_rad[2],sensor_combined
486,q10__sensor_preflight.accel_inconsistency_m_s_s,q10,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
487,q10__sensor_preflight.gyro_inconsistency_rad_s,q10,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
488,q10__vehicle_attitude.pitchspeed,q10,vehicle_attitude.pitchspeed,vehicle_attitude
489,q10__vehicle_attitude.q[0],q10,vehicle_attitude.q[0],vehicle_attitude
490,q10__vehicle_attitude.q[1],q10,vehicle_attitude.q[1],vehicle_attitude
491,q10__vehicle_attitude.q[2],q10,vehicle_attitude.q[2],vehicle_attitude
492,q10__vehicle_attitude.q[3],q10,vehicle_attitude.q[3],vehicle_attitude
493,q10__vehicle_attitude.rollspeed,q10,vehicle_attitude.rollspeed,vehicle_attitude
494,q10__vehicle_attitude.yawspeed,q10,vehicle_attitude.yawspeed,vehicle_attitude
495,q10__vehicle_attitude_setpoint.pitch_body,q10,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
496,q10__vehicle_attitude_setpoint.roll_body,q10,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
497,q10__vehicle_attitude_setpoint.yaw_body,q10,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
498,q10__vehicle_land_detected.ground_contact,q10,vehicle_land_detected.ground_contact,vehicle_land_detected
499,q10__vehicle_land_detected.landed,q10,vehicle_land_detected.landed,vehicle_land_detected
500,q10__vehicle_land_detected.maybe_landed,q10,vehicle_land_detected.maybe_landed,vehicle_land_detected
501,q10__vehicle_local_position.ax,q10,vehicle_local_position.ax,vehicle_local_position
502,q10__vehicle_local_position.ay,q10,vehicle_local_position.ay,vehicle_local_position
503,q10__vehicle_local_position.az,q10,vehicle_local_position.az,vehicle_local_position
504,q10__vehicle_local_position.dist_bottom,q10,vehicle_local_position.dist_bottom,vehicle_local_position
505,q10__vehicle_local_position.dist_bottom_rate,q10,vehicle_local_position.dist_bottom_rate,vehicle_local_position
506,q10__vehicle_local_position.eph,q10,vehicle_local_position.eph,vehicle_local_position
507,q10__vehicle_local_position.epv,q10,vehicle_local_position.epv,vehicle_local_position
508,q10__vehicle_local_position.vx,q10,vehicle_local_position.vx,vehicle_local_position
509,q10__vehicle_local_position.vy,q10,vehicle_local_position.vy,vehicle_local_position
510,q10__vehicle_local_position.vz,q10,vehicle_local_position.vz,vehicle_local_position
511,q10__vehicle_local_position.x,q10,vehicle_local_position.x,vehicle_local_position
512,q10__vehicle_local_position.y,q10,vehicle_local_position.y,vehicle_local_position
513,q10__vehicle_local_position.z,q10,vehicle_local_position.z,vehicle_local_position
514,q10__vehicle_rates_setpoint.pitch,q10,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
515,q10__vehicle_rates_setpoint.roll,q10,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
516,q10__vehicle_rates_setpoint.yaw,q10,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
517,q10__vehicle_status.arming_state,q10,vehicle_status.arming_state,vehicle_status
518,q10__vehicle_status.nav_state,q10,vehicle_status.nav_state,vehicle_status
519,q10__vehicle_vision_position.x,q10,vehicle_vision_position.x,vehicle_vision_position
520,q10__vehicle_vision_position.y,q10,vehicle_vision_position.y,vehicle_vision_position
521,q10__vehicle_vision_position.z,q10,vehicle_vision_position.z,vehicle_vision_position
522,q25__actuator_controls_0.control[0],q25,actuator_controls_0.control[0],actuator_controls_0
523,q25__actuator_controls_0.control[1],q25,actuator_controls_0.control[1],actuator_controls_0
524,q25__actuator_controls_0.control[2],q25,actuator_controls_0.control[2],actuator_controls_0
525,q25__actuator_controls_0.control[3],q25,actuator_controls_0.control[3],actuator_controls_0
526,q25__actuator_outputs.output[0],q25,actuator_outputs.output[0],actuator_outputs
527,q25__actuator_outputs.output[1],q25,actuator_outputs.output[1],actuator_outputs
528,q25__actuator_outputs.output[2],q25,actuator_outputs.output[2],actuator_outputs
529,q25__actuator_outputs.output[3],q25,actuator_outputs.output[3],actuator_outputs
530,q25__actuator_outputs.output[4],q25,actuator_outputs.output[4],actuator_outputs
531,q25__actuator_outputs.output[5],q25,actuator_outputs.output[5],actuator_outputs
532,q25__actuator_outputs.output[6],q25,actuator_outputs.output[6],actuator_outputs
533,q25__actuator_outputs.output[7],q25,actuator_outputs.output[7],actuator_outputs
534,q25__battery_status.current_a,q25,battery_status.current_a,battery_status
535,q25__battery_status.current_filtered_a,q25,battery_status.current_filtered_a,battery_status
536,q25__battery_status.discharged_mah,q25,battery_status.discharged_mah,battery_status
537,q25__battery_status.remaining,q25,battery_status.remaining,battery_status
538,q25__battery_status.voltage_filtered_v,q25,battery_status.voltage_filtered_v,battery_status
539,q25__battery_status.voltage_v,q25,battery_status.voltage_v,battery_status
540,q25__cpuload.load,q25,cpuload.load,cpuload
541,q25__cpuload.ram_usage,q25,cpuload.ram_usage,cpuload
542,q25__distance_sensor.current_distance,q25,distance_sensor.current_distance,distance_sensor
543,q25__ekf2_innovations.hagl_innov,q25,ekf2_innovations.hagl_innov,ekf2_innovations
544,q25__ekf2_innovations.heading_innov,q25,ekf2_innovations.heading_innov,ekf2_innovations
545,q25__ekf2_innovations.output_tracking_error[0],q25,ekf2_innovations.output_tracking_error[0],ekf2_innovations
546,q25__ekf2_innovations.output_tracking_error[1],q25,ekf2_innovations.output_tracking_error[1],ekf2_innovations
547,q25__ekf2_innovations.output_tracking_error[2],q25,ekf2_innovations.output_tracking_error[2],ekf2_innovations
548,q25__ekf2_innovations.vel_pos_innov[3],q25,ekf2_innovations.vel_pos_innov[3],ekf2_innovations
549,q25__ekf2_innovations.vel_pos_innov[4],q25,ekf2_innovations.vel_pos_innov[4],ekf2_innovations
550,q25__ekf2_innovations.vel_pos_innov[5],q25,ekf2_innovations.vel_pos_innov[5],ekf2_innovations
551,q25__estimator_status.hagl_test_ratio,q25,estimator_status.hagl_test_ratio,estimator_status
552,q25__estimator_status.hgt_test_ratio,q25,estimator_status.hgt_test_ratio,estimator_status
553,q25__estimator_status.mag_test_ratio,q25,estimator_status.mag_test_ratio,estimator_status
554,q25__estimator_status.pos_horiz_accuracy,q25,estimator_status.pos_horiz_accuracy,estimator_status
555,q25__estimator_status.pos_test_ratio,q25,estimator_status.pos_test_ratio,estimator_status
556,q25__estimator_status.pos_vert_accuracy,q25,estimator_status.pos_vert_accuracy,estimator_status
557,q25__estimator_status.vibe[0],q25,estimator_status.vibe[0],estimator_status
558,q25__estimator_status.vibe[1],q25,estimator_status.vibe[1],estimator_status
559,q25__estimator_status.vibe[2],q25,estimator_status.vibe[2],estimator_status
560,q25__manual_control_setpoint.r,q25,manual_control_setpoint.r,manual_control_setpoint
561,q25__manual_control_setpoint.x,q25,manual_control_setpoint.x,manual_control_setpoint
562,q25__manual_control_setpoint.y,q25,manual_control_setpoint.y,manual_control_setpoint
563,q25__manual_control_setpoint.z,q25,manual_control_setpoint.z,manual_control_setpoint
564,q25__rate_ctrl_status.pitchspeed_integ,q25,rate_ctrl_status.pitchspeed_integ,rate_ctrl_status
565,q25__rate_ctrl_status.rollspeed_integ,q25,rate_ctrl_status.rollspeed_integ,rate_ctrl_status
566,q25__rate_ctrl_status.yawspeed_integ,q25,rate_ctrl_status.yawspeed_integ,rate_ctrl_status
567,q25__sensor_combined.accelerometer_m_s2[0],q25,sensor_combined.accelerometer_m_s2[0],sensor_combined
568,q25__sensor_combined.accelerometer_m_s2[1],q25,sensor_combined.accelerometer_m_s2[1],sensor_combined
569,q25__sensor_combined.accelerometer_m_s2[2],q25,sensor_combined.accelerometer_m_s2[2],sensor_combined
570,q25__sensor_combined.gyro_rad[0],q25,sensor_combined.gyro_rad[0],sensor_combined
571,q25__sensor_combined.gyro_rad[1],q25,sensor_combined.gyro_rad[1],sensor_combined
572,q25__sensor_combined.gyro_rad[2],q25,sensor_combined.gyro_rad[2],sensor_combined
573,q25__sensor_preflight.accel_inconsistency_m_s_s,q25,sensor_preflight.accel_inconsistency_m_s_s,sensor_preflight
574,q25__sensor_preflight.gyro_inconsistency_rad_s,q25,sensor_preflight.gyro_inconsistency_rad_s,sensor_preflight
575,q25__vehicle_attitude.pitchspeed,q25,vehicle_attitude.pitchspeed,vehicle_attitude
576,q25__vehicle_attitude.q[0],q25,vehicle_attitude.q[0],vehicle_attitude
577,q25__vehicle_attitude.q[1],q25,vehicle_attitude.q[1],vehicle_attitude
578,q25__vehicle_attitude.q[2],q25,vehicle_attitude.q[2],vehicle_attitude
579,q25__vehicle_attitude.q[3],q25,vehicle_attitude.q[3],vehicle_attitude
580,q25__vehicle_attitude.rollspeed,q25,vehicle_attitude.rollspeed,vehicle_attitude
581,q25__vehicle_attitude.yawspeed,q25,vehicle_attitude.yawspeed,vehicle_attitude
582,q25__vehicle_attitude_setpoint.pitch_body,q25,vehicle_attitude_setpoint.pitch_body,vehicle_attitude_setpoint
583,q25__vehicle_attitude_setpoint.roll_body,q25,vehicle_attitude_setpoint.roll_body,vehicle_attitude_setpoint
584,q25__vehicle_attitude_setpoint.yaw_body,q25,vehicle_attitude_setpoint.yaw_body,vehicle_attitude_setpoint
585,q25__vehicle_land_detected.ground_contact,q25,vehicle_land_detected.ground_contact,vehicle_land_detected
586,q25__vehicle_land_detected.landed,q25,vehicle_land_detected.landed,vehicle_land_detected
587,q25__vehicle_land_detected.maybe_landed,q25,vehicle_land_detected.maybe_landed,vehicle_land_detected
588,q25__vehicle_local_position.ax,q25,vehicle_local_position.ax,vehicle_local_position
589,q25__vehicle_local_position.ay,q25,vehicle_local_position.ay,vehicle_local_position
590,q25__vehicle_local_position.az,q25,vehicle_local_position.az,vehicle_local_position
591,q25__vehicle_local_position.dist_bottom,q25,vehicle_local_position.dist_bottom,vehicle_local_position
592,q25__vehicle_local_position.dist_bottom_rate,q25,vehicle_local_position.dist_bottom_rate,vehicle_local_position
593,q25__vehicle_local_position.eph,q25,vehicle_local_position.eph,vehicle_local_position
594,q25__vehicle_local_position.epv,q25,vehicle_local_position.epv,vehicle_local_position
595,q25__vehicle_local_position.vx,q25,vehicle_local_position.vx,vehicle_local_position
596,q25__vehicle_local_position.vy,q25,vehicle_local_position.vy,vehicle_local_position
597,q25__vehicle_local_position.vz,q25,vehicle_local_position.vz,vehicle_local_position
598,q25__vehicle_local_position.x,q25,vehicle_local_position.x,vehicle_local_position
599,q25__vehicle_local_position.y,q25,vehicle_local_position.y,vehicle_local_position
600,q25__vehicle_local_position.z,q25,vehicle_local_position.z,vehicle_local_position
601,q25__vehicle_rates_setpoint.pitch,q25,vehicle_rates_setpoint.pitch,vehicle_rates_setpoint
602,q25__vehicle_rates_setpoint.roll,q25,vehicle_rates_setpoint.roll,vehicle_rates_setpoint
603,q25__vehicle_rates_setpoint.yaw,q25,vehicle_rates_setpoint.yaw,vehicle_rates_setpoint
604,q25__vehicle_status.arming_state,q25,vehicle_status.arming_state,vehicle_status
605,q25__vehicle_status.nav_state,q25,vehicle_status.nav_state,vehicle_status
606,q25__vehicle_vision_position.x,q25,vehicle_vision_position.x,vehicle_vision_position
607,q25__vehicle_vision_position.y,q25,vehicle_vision_position.y,vehicle_vision_position
608,q25__vehicle_vision_position.z,q25,vehicle_vision_position.z,vehicle_vision_position
609,q50__actuator_controls_0.control[0],q50,actuator_controls_0.control[0],actuator_controls_0
610,q50__actuator_controls_0.control[1],q50,actuator_controls_0.control[1],actuator_controls_0
611,q50__actuator_controls_0.control[2],q50,actuator_controls_0.control[2],actuator_controls_0
612,q50__actuator_controls_0.control[3],q50,actuator_controls_0.control[3],actuator_controls_0
613,q50__actuator_outputs.output[0],q50,actuator_outputs.output[0],actuator_outputs
614,q50__actuator_outputs.output[1],q50,actuator_outputs.output[1],actuator_outputs
615,q50__actuator_outputs.output[2],q50,actuator_outputs.output[2],actuator_outputs
616,q50__actuator_outputs.output[3],q50,actuator_outputs.output[3],actuator_outputs
617,q50__actuator_outputs.output[4],q50,actuator_outputs.output[4],actuator_outputs
618,q50__actuator_outputs.output[5],q50,actuator_outputs.output[5],actuator_outputs
619,q50__actuator_outputs.output[6],q50,actuator_outputs.output[6],actuator_outputs
620,q50__actuator_outputs.output[7],q50,actuator_outputs.output[7],actuator_outputs
621,q50__battery_status.current_a,q50,battery_status.current_a,battery_status
622,q50__battery_status.current_filtered_a,q50,battery_status.current_filtered_a,battery_status
623,q50__battery_status.discharged_mah,q50,battery_status.discharged_mah,battery_status
624,q50__battery_status.remaining,q50,battery_status.remaining,battery_status
625,q50__battery_status.voltage_filtered_v,q50,battery_status.voltage_filtered_v,battery_status
626,q50__battery_status.voltage_v,q50,battery_status.voltage_v,battery_status
627,q50__cpuload.load,q50,cpuload.load,cpuload
628,q50__cpuload.ram_usage,q50,cpuload.ram_usage,cpuload
629,q50__distance_sensor.current_distance,q50,distance_sensor.current_distance,distance_sensor
630,q50__ekf2_innovations.hagl_innov,q50,ekf2_innovations.hagl_innov,ekf2_innovations
631,q50__ekf2_innovations.heading_innov,q50,ekf2_innovations.heading_innov,ekf2_innovations
