dataset,source_log,run_id,condition,mutation_id,method,detected,any_alarm,pre_onset_alarm,normal_post30_alarm,first_alarm_s,delay_s,observation_end_s,rank,top1,top3,top5,mrr
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__baseline,normal,ekf2_innovation_bias,channel_gate_new_rank,True,True,True,True,16.022452,8.422452,140.022452,,0,0,0,0.0
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__fault,fault,ekf2_innovation_bias,original_primary,True,True,True,True,14.424724000000001,5.224724000000002,140.024724,1.0,1,1,1,1.0
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__fault,fault,ekf2_innovation_bias,channel_gate_fixed_rank,True,True,True,True,14.424724000000001,0.42472399999999766,140.024724,1.0,1,1,1,1.0
transfer,2018-12-25__08_44_40,ekf2_innovation_bias__2018-12-25__08_44_40__fault,fault,ekf2_innovation_bias,channel_gate_new_rank,True,True,True,True,14.424724000000001,0.42472399999999766,140.024724,1.0,1,1,1,1.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__baseline,normal,inav_local_z_freeze,original_primary,False,False,False,False,,,86.41869000000001,,0,0,0,0.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__baseline,normal,inav_local_z_freeze,channel_gate_fixed_rank,False,False,False,False,,,86.41869000000001,,0,0,0,0.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__baseline,normal,inav_local_z_freeze,channel_gate_new_rank,False,False,False,False,,,86.41869000000001,,0,0,0,0.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__fault,fault,inav_local_z_freeze,original_primary,False,False,False,False,,,86.42141500000001,,0,0,0,0.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__fault,fault,inav_local_z_freeze,channel_gate_fixed_rank,True,True,False,True,44.021415,14.021414999999998,86.42141500000001,,0,0,0,0.0
transfer,2018-12-19__07_49_17,inav_local_z_freeze__2018-12-19__07_49_17__fault,fault,inav_local_z_freeze,channel_gate_new_rank,True,True,False,True,44.021415,14.021414999999998,86.42141500000001,2.0,0,1,1,0.5
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__baseline,normal,inav_local_z_freeze,original_primary,False,False,False,False,,,121.62929399999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__baseline,normal,inav_local_z_freeze,channel_gate_fixed_rank,True,True,True,True,14.429294,0.42929399999999873,121.62929399999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__baseline,normal,inav_local_z_freeze,channel_gate_new_rank,True,True,True,True,14.429294,0.42929399999999873,121.62929399999999,,0,0,0,0.0
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__fault,fault,inav_local_z_freeze,original_primary,False,False,False,False,,,121.618601,,0,0,0,0.0
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__fault,fault,inav_local_z_freeze,channel_gate_fixed_rank,True,True,False,True,44.818600999999994,14.818600999999994,121.618601,,0,0,0,0.0
transfer,2018-12-20__07_47_50,inav_local_z_freeze__2018-12-20__07_47_50__fault,fault,inav_local_z_freeze,channel_gate_new_rank,True,True,False,True,44.818600999999994,14.818600999999994,121.618601,2.0,0,1,1,0.5
